cleaned_text,sentiment
today at noon i received my first dose of the pfizer vaccine super exciting i will create a thread of h,2
post vaccine,0
moderna vaccine canada federal officials to deliver more details about vaccines rollout,2
vaccine china secures deal for million pfizer biontech doses as domestic drugmakers yet to attain app,0
do u think bill gates is evil or he becoime so rich been a nice person,0
i just got the vaccine i implore all those who have the opportunity to get this done,2
canada alberta plans to send teams to hard hit areas in edmonton calgary indiablooms first portal on,1
make it fair across the states genie is out of the bottle,1
vaccine hustle in bed with spies,0
fda approval of ellume at home test is a game changer marc siegel,0
cried a little when my year old auntie decided to have the covid vaccine today because i said to,0
a nurse in nyc was among the first people to receive the early dose of the pfizer biontech vaccine on monday mornin,2
north ireland amp wales are vaccinating within care homes when will begin to vacci,1
global coronavirus death toll surpasses million,0
relieved and excited to receive the from happy to report i have developed a thi,0
the mask bite,0
is the first country in south to approve the emergency use of the vaccine,1
what if all the governments was a member and a seller at one day delivery guaranteed,0
and have authorized the use of the vaccine being the first countries in,2
day after getting the and feeling great just a little bit of soreness in my,1
cov id ide,2
first time we are finding out how many people got a shot today is also the first day of l,2
better trials of may begin on as they our jan pratinidhi जन wh,1
